category,question,sub-question,answer,gender,group,age
1,1,A blessing,2,female,,45
1,1,Encouraging,1,female,,45
1,1,Educative,2,female,,45
1,2,Relevant,1,female,,45
1,2,Not Useful,2,female,,45
1,2,Well Prepared,2,female,,45
1,2,Boring,2,female,,45
1,3,Good,1,female,,45
1,3,Edifying,2,female,,45
1,4,,2,female,,45
2,5,,1,female,,45
2,6,,2,female,,45
2,7,,2,female,,45
2,8,,2,female,,45
2,9,,1,female,,45
2,10,Widows,2,female,,45
2,10,Widowers,2,female,,45
2,10,Retirees,2,female,,45
2,10,Single Parents,2,female,,45
2,10,other,2,female,,45
2,11,,1,female,,45
2,12,,1,female,,45
2,13,,2,female,,45
2,14,Christian education,2,female,,45
2,14,Health Ministry,2,female,,45
2,14,Deaf Ministry,2,female,,45
2,14,Evangelism,2,female,,45
2,14,Children Ministry,1,female,,45
2,14,Choir Ministry,2,female,,45
2,14,Ushering Ministry,1,female,,45
2,15,,2,female,,45
2,16,,1,female,,45
2,17,,,female,,45
1,1,A blessing,1,female,youth,23
1,1,Encouraging,2,female,youth,23
1,1,Educative,2,female,youth,23
1,2,Relevant,2,female,youth,23
1,2,Not Useful,2,female,youth,23
1,2,Well Prepared,1,female,youth,23
1,2,Boring,2,female,youth,23
1,3,Good,1,female,youth,23
1,3,Edifying,2,female,youth,23
1,4,,2,female,youth,23
2,5,,1,female,youth,23
2,6,,2,female,youth,23
2,7,,2,female,youth,23
2,8,,,female,youth,23
2,9,,,female,youth,23
2,10,Widows,,female,youth,23
2,10,Widowers,,female,youth,23
2,10,Retirees,,female,youth,23
2,10,Single Parents,,female,youth,23
2,10,other,,female,youth,23
2,11,,,female,youth,23
2,12,,1,female,youth,23
2,13,,1,female,youth,23
2,14,Christian education,1,female,youth,23
2,14,Health Ministry,1,female,youth,23
2,14,Deaf Ministry,1,female,youth,23
2,14,Evangelism,1,female,youth,23
2,14,Children Ministry,1,female,youth,23
2,14,Choir Ministry,1,female,youth,23
2,14,Ushering Ministry,1,female,youth,23
2,15,,1,female,youth,23
2,16,,2,female,youth,23
2,17,,,female,youth,23
1,1,A blessing,1,female,youth,
1,1,Encouraging,2,female,youth,
1,1,Educative,2,female,youth,
1,2,Relevant,2,female,youth,
1,2,Not Useful,2,female,youth,
1,2,Well Prepared,1,female,youth,
1,2,Boring,2,female,youth,
1,3,Good,1,female,youth,
1,3,Edifying,2,female,youth,
1,4,,1,female,youth,
2,5,,1,female,youth,
2,6,,1,female,youth,
2,7,,1,female,youth,
2,8,,1,female,youth,
2,9,,1,female,youth,
2,10,Widows,1,female,youth,
2,10,Widowers,1,female,youth,
2,10,Retirees,1,female,youth,
2,10,Single Parents,1,female,youth,
2,10,other,1,female,youth,
2,11,,1,female,youth,
2,12,,1,female,youth,
2,13,,1,female,youth,
2,14,Christian education,1,female,youth,
2,14,Health Ministry,1,female,youth,
2,14,Deaf Ministry,1,female,youth,
2,14,Evangelism,1,female,youth,
2,14,Children Ministry,1,female,youth,
2,14,Choir Ministry,1,female,youth,
2,14,Ushering Ministry,1,female,youth,
2,15,,1,female,youth,
2,16,,1,female,youth,
2,17,,,female,youth,
1,1,A blessing,1,male,choir,68
1,1,Encouraging,2,male,choir,68
1,1,Educative,2,male,choir,68
1,2,Relevant,2,male,choir,68
1,2,Not Useful,2,male,choir,68
1,2,Well Prepared,1,male,choir,68
1,2,Boring,2,male,choir,68
1,3,Good,1,male,choir,68
1,3,Edifying,2,male,choir,68
1,4,,2,male,choir,68
2,5,,1,male,choir,68
2,6,,3,male,choir,68
2,7,,3,male,choir,68
2,8,,2,male,choir,68
2,9,,3,male,choir,68
2,10,Widows,3,male,choir,68
2,10,Widowers,2,male,choir,68
2,10,Retirees,2,male,choir,68
2,10,Single Parents,2,male,choir,68
2,10,other,2,male,choir,68
2,11,,1,male,choir,68
2,12,,1,male,choir,68
2,13,,3,male,choir,68
2,14,Christian education,1,male,choir,68
2,14,Health Ministry,1,male,choir,68
2,14,Deaf Ministry,1,male,choir,68
2,14,Evangelism,1,male,choir,68
2,14,Children Ministry,1,male,choir,68
2,14,Choir Ministry,1,male,choir,68
2,14,Ushering Ministry,1,male,choir,68
2,15,,2,male,choir,68
2,16,,1,male,choir,68
2,17,,,male,choir,68
1,1,A blessing,2,male,PCMF,42
1,1,Encouraging,1,male,PCMF,42
1,1,Educative,2,male,PCMF,42
1,2,Relevant,1,male,PCMF,42
1,2,Not Useful,2,male,PCMF,42
1,2,Well Prepared,1,male,PCMF,42
1,2,Boring,2,male,PCMF,42
1,3,Good,1,male,PCMF,42
1,3,Edifying,2,male,PCMF,42
1,4,,2,male,PCMF,42
2,5,,1,male,PCMF,42
2,6,,2,male,PCMF,42
2,7,,1,male,PCMF,42
2,8,,1,male,PCMF,42
2,9,,1,male,PCMF,42
2,10,Widows,,male,PCMF,42
2,10,Widowers,,male,PCMF,42
2,10,Retirees,,male,PCMF,42
2,10,Single Parents,,male,PCMF,42
2,10,other,,male,PCMF,42
2,11,,1,male,PCMF,42
2,12,,1,male,PCMF,42
2,13,,2,male,PCMF,42
2,14,Christian education,2,male,PCMF,42
2,14,Health Ministry,1,male,PCMF,42
2,14,Deaf Ministry,2,male,PCMF,42
2,14,Evangelism,1,male,PCMF,42
2,14,Children Ministry,1,male,PCMF,42
2,14,Choir Ministry,1,male,PCMF,42
2,14,Ushering Ministry,1,male,PCMF,42
2,15,,1,male,PCMF,42
2,16,,2,male,PCMF,42
2,17,,,,,
1,1,A blessing,1,male,PCMF,38
1,1,Encouraging,2,male,PCMF,38
1,1,Educative,2,male,PCMF,38
1,2,Relevant,2,male,PCMF,38
1,2,Not Useful,2,male,PCMF,38
1,2,Well Prepared,2,male,PCMF,38
1,2,Boring,3,male,PCMF,38
1,3,Good,1,male,PCMF,38
1,3,Edifying,1,male,PCMF,38
1,4,,2,male,PCMF,38
2,5,,3,male,PCMF,38
2,6,,3,male,PCMF,38
2,7,,3,male,PCMF,38
2,8,,1,male,PCMF,38
2,9,,1,male,PCMF,38
2,10,Widows,3,male,PCMF,38
2,10,Widowers,3,male,PCMF,38
2,10,Retirees,3,male,PCMF,38
2,10,Single Parents,3,male,PCMF,38
2,10,other,3,male,PCMF,38
2,11,,2,male,PCMF,38
2,12,,1,male,PCMF,38
2,13,,2,male,PCMF,38
2,14,Christian education,1,male,PCMF,38
2,14,Health Ministry,3,male,PCMF,38
2,14,Deaf Ministry,1,male,PCMF,38
2,14,Evangelism,2,male,PCMF,38
2,14,Children Ministry,1,male,PCMF,38
2,14,Choir Ministry,3,male,PCMF,38
2,14,Ushering Ministry,2,male,PCMF,38
2,15,,3,male,PCMF,38
2,16,,1,male,PCMF,38
2,17,,,,,38
1,1,A blessing,1,male,YOUTH,22
1,1,Encouraging,2,male,YOUTH,22
1,1,Educative,2,male,YOUTH,22
1,2,Relevant,2,male,YOUTH,22
1,2,Not Useful,2,male,YOUTH,22
1,2,Well Prepared,1,male,YOUTH,22
1,2,Boring,2,male,YOUTH,22
1,3,Good,1,male,YOUTH,22
1,3,Edifying,2,male,YOUTH,22
1,4,,1,male,YOUTH,22
2,5,,1,male,YOUTH,22
2,6,,1,male,YOUTH,22
2,7,,1,male,YOUTH,22
2,8,,1,male,YOUTH,22
2,9,,1,male,YOUTH,22
2,10,Widows,1,male,YOUTH,22
2,10,Widowers,1,male,YOUTH,22
2,10,Retirees,1,male,YOUTH,22
2,10,Single Parents,1,male,YOUTH,22
2,10,other,1,male,YOUTH,22
2,11,,1,male,YOUTH,22
2,12,,1,male,YOUTH,22
2,13,,1,male,YOUTH,22
2,14,Christian education,1,male,YOUTH,22
2,14,Health Ministry,1,male,YOUTH,22
2,14,Deaf Ministry,1,male,YOUTH,22
2,14,Evangelism,1,male,YOUTH,22
2,14,Children Ministry,1,male,YOUTH,22
2,14,Choir Ministry,1,male,YOUTH,22
2,14,Ushering Ministry,1,male,YOUTH,22
2,15,,1,male,YOUTH,22
2,16,,1,male,YOUTH,22
2,17,,,,YOUTH,22
1,1,A blessing,1,Female,women's guild,
1,1,Encouraging,2,Female,women's guild,
1,1,Educative,2,Female,women's guild,
1,2,Relevant,2,Female,women's guild,
1,2,Not Useful,2,Female,women's guild,
1,2,Well Prepared,1,Female,women's guild,
1,2,Boring,2,Female,women's guild,
1,3,Good,1,Female,women's guild,
1,3,Edifying,2,Female,women's guild,
1,4,,1,Female,women's guild,
2,5,,1,Female,women's guild,
2,6,,1,Female,women's guild,
2,7,,1,Female,women's guild,
2,8,,1,Female,women's guild,
2,9,,1,Female,women's guild,
2,10,Widows,1,Female,women's guild,
2,10,Widowers,1,Female,women's guild,
2,10,Retirees,1,Female,women's guild,
2,10,Single Parents,1,Female,women's guild,
2,10,other,1,Female,women's guild,
2,11,,1,Female,women's guild,
2,12,,1,Female,women's guild,
2,13,,1,Female,women's guild,
2,14,Christian education,1,Female,women's guild,
2,14,Health Ministry,1,Female,women's guild,
2,14,Deaf Ministry,1,Female,women's guild,
2,14,Evangelism,1,Female,women's guild,
2,14,Children Ministry,1,Female,women's guild,
2,14,Choir Ministry,1,Female,women's guild,
2,14,Ushering Ministry,1,Female,women's guild,
2,15,,1,Female,women's guild,
2,16,,1,Female,women's guild,
2,17,,,Female,women's guild,
1,1,A blessing,1,Female,praise and worship,
1,1,Encouraging,2,Female,praise and worship,
1,1,Educative,2,Female,praise and worship,
1,2,Relevant,2,Female,praise and worship,
1,2,Not Useful,2,Female,praise and worship,
1,2,Well Prepared,1,Female,praise and worship,
1,2,Boring,2,Female,praise and worship,
1,3,Good,1,Female,praise and worship,
1,3,Edifying,2,Female,praise and worship,
1,4,,3,Female,praise and worship,
2,5,,1,Female,praise and worship,
2,6,,3,Female,praise and worship,
2,7,,1,Female,praise and worship,
2,8,,1,Female,praise and worship,
2,9,,1,Female,praise and worship,
2,10,Widows,3,Female,praise and worship,
2,10,Widowers,3,Female,praise and worship,
2,10,Retirees,1,Female,praise and worship,
2,10,Single Parents,,Female,praise and worship,
2,10,other,2,Female,praise and worship,
2,11,,1,Female,praise and worship,
2,12,,1,Female,praise and worship,
2,13,,1,Female,praise and worship,
2,14,Christian education,1,Female,praise and worship,
2,14,Health Ministry,1,Female,praise and worship,
2,14,Deaf Ministry,1,Female,praise and worship,
2,14,Evangelism,1,Female,praise and worship,
2,14,Children Ministry,1,Female,praise and worship,
2,14,Choir Ministry,1,Female,praise and worship,
2,14,Ushering Ministry,1,Female,praise and worship,
2,15,,1,Female,praise and worship,
2,16,,1,Female,praise and worship,
2,17,,,Female,praise and worship,
1,1,A blessing,1,Female,youth,
1,1,Encouraging,2,Female,youth,
1,1,Educative,2,Female,youth,
1,2,Relevant,2,Female,youth,
1,2,Not Useful,2,Female,youth,
1,2,Well Prepared,1,Female,youth,
1,2,Boring,2,Female,youth,
1,3,Good,1,Female,youth,
1,3,Edifying,2,Female,youth,
1,4,,1,Female,youth,
2,5,,1,Female,youth,
2,6,,1,Female,youth,
2,7,,1,Female,youth,
2,8,,1,Female,youth,
2,9,,1,Female,youth,
2,10,Widows,1,Female,youth,
2,10,Widowers,1,Female,youth,
2,10,Retirees,2,Female,youth,
2,10,Single Parents,1,Female,youth,
2,10,other,1,Female,youth,
2,11,,1,Female,youth,
2,12,,1,Female,youth,
2,13,,1,Female,youth,
2,14,Christian education,1,Female,youth,
2,14,Health Ministry,1,Female,youth,
2,14,Deaf Ministry,1,Female,youth,
2,14,Evangelism,1,Female,youth,
2,14,Children Ministry,1,Female,youth,
2,14,Choir Ministry,1,Female,youth,
2,14,Ushering Ministry,1,Female,youth,
2,15,,1,Female,youth,
2,16,,1,Female,youth,
2,17,,,Female,youth,
1,1,A blessing,1,Female,32,
1,1,Encouraging,2,Female,32,
1,1,Educative,2,Female,32,
1,2,Relevant,1,Female,32,
1,2,Not Useful,2,Female,32,
1,2,Well Prepared,2,Female,32,
1,2,Boring,2,Female,32,
1,3,Good,1,Female,32,
1,3,Edifying,2,Female,32,
1,4,,1,Female,32,
2,5,,1,Female,32,
2,6,,1,Female,32,
2,7,,1,Female,32,
2,8,,1,Female,32,
2,9,,1,Female,32,
2,10,Widows,1,Female,32,
2,10,Widowers,1,Female,32,
2,10,Retirees,1,Female,32,
2,10,Single Parents,1,Female,32,
2,10,other,2,Female,32,
2,11,,1,Female,32,
2,12,,1,Female,32,
2,13,,1,Female,32,
2,14,Christian education,1,Female,32,
2,14,Health Ministry,1,Female,32,
2,14,Deaf Ministry,1,Female,32,
2,14,Evangelism,1,Female,32,
2,14,Children Ministry,1,Female,32,
2,14,Choir Ministry,1,Female,32,
2,14,Ushering Ministry,1,Female,32,
2,15,,1,Female,32,
2,16,,1,Female,32,
2,17,,,Female,32,
1,1,A blessing,1,Female,22,
1,1,Encouraging,2,Female,22,
1,1,Educative,2,Female,22,
1,2,Relevant,1,Female,22,
1,2,Not Useful,2,Female,22,
1,2,Well Prepared,2,Female,22,
1,2,Boring,2,Female,22,
1,3,Good,1,Female,22,
1,3,Edifying,2,Female,22,
1,4,,1,Female,22,
2,5,,1,Female,22,
2,6,,1,Female,22,
2,7,,1,Female,22,
2,8,,1,Female,22,
2,9,,1,Female,22,
2,10,Widows,1,Female,22,
2,10,Widowers,1,Female,22,
2,10,Retirees,1,Female,22,
2,10,Single Parents,1,Female,22,
2,10,other,1,Female,22,
2,11,,1,Female,22,
2,12,,1,Female,22,
2,13,,1,Female,22,
2,14,Christian education,1,Female,22,
2,14,Health Ministry,1,Female,22,
2,14,Deaf Ministry,1,Female,22,
2,14,Evangelism,1,Female,22,
2,14,Children Ministry,1,Female,22,
2,14,Choir Ministry,1,Female,22,
2,14,Ushering Ministry,1,Female,22,
2,15,,1,Female,22,
2,16,,1,Female,22,
2,17,,,Female,22,
1,1,A blessing,2,Female,28,choir
1,1,Encouraging,1,Female,28,choir
1,1,Educative,2,Female,28,choir
1,2,Relevant,2,Female,28,choir
1,2,Not Useful,2,Female,28,choir
1,2,Well Prepared,1,Female,28,choir
1,2,Boring,2,Female,28,choir
1,3,Good,1,Female,28,choir
1,3,Edifying,2,Female,28,choir
1,4,,2,Female,28,choir
2,5,,1,Female,28,choir
2,6,,2,Female,28,choir
2,7,,2,Female,28,choir
2,8,,1,Female,28,choir
2,9,,1,Female,28,choir
2,10,Widows,2,Female,28,choir
2,10,Widowers,2,Female,28,choir
2,10,Retirees,2,Female,28,choir
2,10,Single Parents,2,Female,28,choir
2,10,other,1,Female,28,choir
2,11,,1,Female,28,choir
2,12,,1,Female,28,choir
2,13,,1,Female,28,choir
2,14,Christian education,1,Female,28,choir
2,14,Health Ministry,1,Female,28,choir
2,14,Deaf Ministry,2,Female,28,choir
2,14,Evangelism,1,Female,28,choir
2,14,Children Ministry,1,Female,28,choir
2,14,Choir Ministry,1,Female,28,choir
2,14,Ushering Ministry,1,Female,28,choir
2,15,,1,Female,28,choir
2,16,,1,Female,28,choir
2,17,,,Female,28,choir
1,1,A blessing,1,male,25,
1,1,Encouraging,2,male,25,
1,1,Educative,2,male,25,
1,2,Relevant,2,male,25,
1,2,Not Useful,2,male,25,
1,2,Well Prepared,1,male,25,
1,2,Boring,2,male,25,
1,3,Good,1,male,25,
1,3,Edifying,2,male,25,
1,4,,1,male,25,
2,5,,1,male,25,
2,6,,1,male,25,
2,7,,1,male,25,
2,8,,1,male,25,
2,9,,1,male,25,
2,10,Widows,,male,25,
2,10,Widowers,,male,25,
2,10,Retirees,,male,25,
2,10,Single Parents,,male,25,
2,10,other,,male,25,
2,11,,1,male,25,
2,12,,1,male,25,
2,13,,1,male,25,
2,14,Christian education,1,male,25,
2,14,Health Ministry,1,male,25,
2,14,Deaf Ministry,1,male,25,
2,14,Evangelism,1,male,25,
2,14,Children Ministry,1,male,25,
2,14,Choir Ministry,1,male,25,
2,14,Ushering Ministry,1,male,25,
2,15,,1,male,25,
2,16,,1,male,25,
2,17,,,male,25,
1,1,A blessing,2,male,42,
1,1,Encouraging,1,male,42,
1,1,Educative,2,male,42,
1,2,Relevant,2,male,42,
1,2,Not Useful,2,male,42,
1,2,Well Prepared,1,male,42,
1,2,Boring,2,male,42,
1,3,Good,1,male,42,
1,3,Edifying,2,male,42,
1,4,,2,male,42,
2,5,,1,male,42,
2,6,,2,male,42,
2,7,,2,male,42,
2,8,,1,male,42,
2,9,,1,male,42,
2,10,Widows,1,male,42,
2,10,Widowers,1,male,42,
2,10,Retirees,1,male,42,
2,10,Single Parents,2,male,42,
2,10,other,1,male,42,
2,11,,1,male,42,
2,12,,1,male,42,
2,13,,1,male,42,
2,14,Christian education,2,male,42,
2,14,Health Ministry,2,male,42,
2,14,Deaf Ministry,1,male,42,
2,14,Evangelism,2,male,42,
2,14,Children Ministry,1,male,42,
2,14,Choir Ministry,2,male,42,
2,14,Ushering Ministry,1,male,42,
2,15,,1,male,42,
2,16,,1,male,42,
2,17,,,male,42,
1,1,A blessing,1,Female,36,
1,1,Encouraging,2,Female,36,
1,1,Educative,2,Female,36,
1,2,Relevant,1,Female,36,
1,2,Not Useful,2,Female,36,
1,2,Well Prepared,2,Female,36,
1,2,Boring,2,Female,36,
1,3,Good,1,Female,36,
1,3,Edifying,2,Female,36,
1,4,,2,Female,36,
2,5,,1,Female,36,
2,6,,1,Female,36,
2,7,,1,Female,36,
2,8,,1,Female,36,
2,9,,1,Female,36,
2,10,Widows,2,Female,36,
2,10,Widowers,2,Female,36,
2,10,Retirees,2,Female,36,
2,10,Single Parents,2,Female,36,
2,10,other,2,Female,36,
2,11,,1,Female,36,
2,12,,1,Female,36,
2,13,,1,Female,36,
2,14,Christian education,1,Female,36,
2,14,Health Ministry,1,Female,36,
2,14,Deaf Ministry,1,Female,36,
2,14,Evangelism,1,Female,36,
2,14,Children Ministry,1,Female,36,
2,14,Choir Ministry,1,Female,36,
2,14,Ushering Ministry,1,Female,36,
2,15,,1,Female,36,
2,16,,2,Female,36,
2,17,,,Female,36,
1,1,A blessing,1,Female,65,
1,1,Encouraging,2,Female,65,
1,1,Educative,2,Female,65,
1,2,Relevant,1,Female,65,
1,2,Not Useful,2,Female,65,
1,2,Well Prepared,2,Female,65,
1,2,Boring,2,Female,65,
1,3,Good,1,Female,65,
1,3,Edifying,2,Female,65,
1,4,,1,Female,65,
2,5,,1,Female,65,
2,6,,1,Female,65,
2,7,,1,Female,65,
2,8,,1,Female,65,
2,9,,1,Female,65,
2,10,Widows,2,Female,65,
2,10,Widowers,2,Female,65,
2,10,Retirees,2,Female,65,
2,10,Single Parents,2,Female,65,
2,10,other,2,Female,65,
2,11,,1,Female,65,
2,12,,1,Female,65,
2,13,,1,Female,65,
2,14,Christian education,1,Female,65,
2,14,Health Ministry,1,Female,65,
2,14,Deaf Ministry,1,Female,65,
2,14,Evangelism,1,Female,65,
2,14,Children Ministry,1,Female,65,
2,14,Choir Ministry,1,Female,65,
2,14,Ushering Ministry,1,Female,65,
2,15,,1,Female,65,
2,16,,2,Female,65,
2,17,,,Female,65,
